122 , -38.0 , 0.0 , 44.0 , 79.0
123 , 164.0 , 17.0 , 66.0 , 73.0
124 , 52.0 , 24.0 , 53.0 , 48.0
125 , 13.0 , -10.0 , 62.0 , 61.0
126 , -124.0 , 6.0 , 60.0 , 81.0
127 , 56.0 , 6.0 , 78.0 , 88.0
128 , 210.0 , 5.0 , 48.0 , 79.0
129 , 133.0 , 9.0 , 58.0 , 62.0
130 , -38.0 , 6.0 , 69.0 , 88.0
131 , 149.0 , 31.0 , 65.0 , 86.0
132 , -149.0 , -18.0 , 72.0 , 64.0
133 , 0.0 , 9.0 , 84.0 , 78.0
134 , 203.0 , 0.0 , 58.0 , 68.0
135 , -50.0 , 7.0 , 82.0 , 95.0
136 , 64.0 , 1.0 , 72.0 , 62.0
137 , 104.0 , 0.0 , 42.0 , 58.0
138 , -47.0 , 7.0 , 69.0 , 67.0
139 , -104.0 , 7.0 , 54.0 , 80.0
140 , -131.0 , 5.0 , 71.0 , 52.0
141 , 61.0 , 16.0 , 74.0 , 85.0
142 , -38.0 , 11.0 , 68.0 , 66.0
143 , -121.0 , 0.0 , 83.0 , 70.0
144 , 172.0 , 2.0 , 74.0 , 65.0
145 , -35.0 , 16.0 , 68.0 , 60.0
146 , 77.0 , 12.0 , 65.0 , 59.0
147 , -138.0 , -3.0 , 54.0 , 88.0
148 , 16.0 , -15.0 , 63.0 , 74.0
149 , 139.0 , -1.0 , 65.0 , 83.0
150 , 58.0 , -6.0 , 72.0 , 78.0
151 , -27.0 , 2.0 , 59.0 , 44.0
152 , -136.0 , 8.0 , 59.0 , 75.0
153 , -54.0 , 5.0 , 65.0 , 76.0
154 , -204.0 , -8.0 , 69.0 , 97.0
155 , -10.0 , 2.0 , 84.0 , 60.0
156 , -5.0 , 32.0 , 54.0 , 69.0
157 , 36.0 , 10.0 , 52.0 , 65.0
158 , -5.0 , 7.0 , 56.0 , 89.0
159 , 85.0 , 15.0 , 49.0 , 63.0
160 , 18.0 , -12.0 , 59.0 , 83.0
161 , 12.0 , 4.0 , 64.0 , 66.0
162 , -112.0 , -18.0 , 73.0 , 85.0
163 , 28.0 , 10.0 , 68.0 , 97.0
164 , 58.0 , 8.0 , 60.0 , 79.0
165 , 210.0 , -7.0 , 70.0 , 86.0
166 , 267.0 , 11.0 , 77.0 , 74.0
167 , 114.0 , 15.0 , 66.0 , 80.0
168 , 29.0 , 4.0 , 43.0 , 85.0
169 , 110.0 , 0.0 , 55.0 , 85.0
170 , 99.0 , -14.0 , 48.0 , 69.0
171 , -103.0 , 6.0 , 68.0 , 70.0
172 , 2.0 , -1.0 , 60.0 , 82.0
173 , 61.0 , 16.0 , 47.0 , 65.0
174 , -94.0 , 16.0 , 62.0 , 78.0
175 , -89.0 , 16.0 , 55.0 , 81.0
176 , 75.0 , 9.0 , 45.0 , 57.0
177 , -276.0 , -9.0 , 61.0 , 74.0
178 , -22.0 , 4.0 , 76.0 , 81.0
179 , -134.0 , 0.0 , 97.0 , 93.0
180 , -194.0 , -1.0 , 80.0 , 88.0
181 , -135.0 , 11.0 , 80.0 , 99.0
182 , -79.0 , 4.0 , 51.0 , 67.0
183 , 8.0 , 0.0 , 87.0 , 67.0
184 , -90.0 , 6.0 , 65.0 , 53.0
185 , -88.0 , -9.0 , 91.0 , 59.0
186 , -30.0 , -1.0 , 50.0 , 57.0
187 , -48.0 , -18.0 , 58.0 , 90.0
188 , -57.0 , -19.0 , 86.0 , 82.0
189 , 73.0 , 16.0 , 56.0 , 76.0
190 , 177.0 , -2.0 , 68.0 , 84.0
191 , -190.0 , 5.0 , 65.0 , 78.0
192 , 6.0 , 2.0 , 71.0 , 93.0
193 , -6.0 , 3.0 , 68.0 , 88.0
194 , -150.0 , 11.0 , 76.0 , 45.0
195 , -232.0 , 5.0 , 48.0 , 76.0
196 , -39.0 , 7.0 , 45.0 , 65.0
197 , -21.0 , 33.0 , 73.0 , 59.0
198 , 83.0 , 5.0 , 77.0 , 62.0
199 , -67.0 , 3.0 , 75.0 , 86.0
200 , -86.0 , 2.0 , 74.0 , 56.0
201 , -67.0 , -9.0 , 81.0 , 47.0
202 , -43.0 , -9.0 , 71.0 , 66.0
203 , -204.0 , 10.0 , 72.0 , 65.0
204 , 17.0 , 11.0 , 65.0 , 66.0
205 , -93.0 , 9.0 , 84.0 , 83.0
206 , -35.0 , -2.0 , 57.0 , 68.0
207 , -49.0 , 0.0 , 83.0 , 87.0
208 , -12.0 , 24.0 , 67.0 , 78.0
209 , -123.0 , 20.0 , 75.0 , 87.0
210 , 90.0 , 9.0 , 88.0 , 72.0
211 , 12.0 , -1.0 , 83.0 , 71.0
212 , -57.0 , 0.0 , 85.0 , 87.0
213 , 10.0 , 1.0 , 60.0 , 64.0
214 , -160.0 , 9.0 , 69.0 , 69.0
215 , 248.0 , 3.0 , 55.0 , 79.0
216 , 190.0 , 5.0 , 75.0 , 74.0
217 , 58.0 , 2.0 , 56.0 , 49.0
218 , 177.0 , 12.0 , 75.0 , 62.0
219 , -49.0 , 4.0 , 73.0 , 68.0
220 , -105.0 , 32.0 , 61.0 , 74.0
221 , 148.0 , 9.0 , 78.0 , 73.0
222 , 33.0 , -19.0 , 97.0 , 69.0
223 , -7.0 , -10.0 , 52.0 , 68.0
224 , -26.0 , 4.0 , 57.0 , 65.0
225 , -66.0 , 33.0 , 73.0 , 72.0
226 , 99.0 , 0.0 , 68.0 , 63.0
227 , 143.0 , 19.0 , 80.0 , 67.0
228 , 97.0 , -7.0 , 68.0 , 72.0
229 , 258.0 , 0.0 , 79.0 , 64.0
230 , 5.0 , 0.0 , 75.0 , 69.0
231 , 54.0 , 8.0 , 76.0 , 75.0
232 , -200.0 , -2.0 , 43.0 , 80.0
233 , 30.0 , 12.0 , 64.0 , 63.0
234 , 30.0 , 4.0 , 59.0 , 82.0
235 , 45.0 , -5.0 , 63.0 , 79.0
236 , 98.0 , 14.0 , 69.0 , 78.0
237 , -31.0 , 0.0 , 65.0 , 66.0
238 , -121.0 , -2.0 , 68.0 , 81.0
239 , 130.0 , 21.0 , 62.0 , 60.0
240 , 147.0 , 18.0 , 69.0 , 43.0
241 , 178.0 , 6.0 , 78.0 , 52.0
242 , -261.0 , 0.0 , 68.0 , 70.0
243 , -216.0 , 4.0 , 62.0 , 60.0
244 , -125.0 , 6.0 , 87.0 , 76.0
245 , -131.0 , 4.0 , 64.0 , 67.0
246 , 71.0 , 11.0 , 80.0 , 84.0
247 , 63.0 , -2.0 , 64.0 , 66.0
248 , 13.0 , -7.0 , 84.0 , 63.0
249 , 133.0 , 0.0 , 62.0 , 70.0
250 , 122.0 , 17.0 , 80.0 , 86.0
251 , 59.0 , 26.0 , 57.0 , 83.0
252 , -39.0 , 1.0 , 76.0 , 83.0
253 , -55.0 , 15.0 , 61.0 , 66.0
254 , 111.0 , 14.0 , 43.0 , 71.0
255 , -86.0 , 11.0 , 81.0 , 77.0
0 , -111.0 , 1.0 , 74.0 , 67.0
1 , 189.0 , -2.0 , 67.0 , 67.0
2 , -139.0 , -8.0 , 66.0 , 75.0
3 , -27.0 , 2.0 , 64.0 , 66.0
4 , 117.0 , 0.0 , 76.0 , 74.0
5 , 77.0 , -23.0 , 67.0 , 55.0
6 , 102.0 , -11.0 , 56.0 , 84.0
7 , -95.0 , 0.0 , 84.0 , 53.0
8 , 96.0 , -6.0 , 66.0 , 78.0
9 , -59.0 , 26.0 , 84.0 , 82.0
10 , -120.0 , 1.0 , 75.0 , 57.0
11 , -42.0 , -13.0 , 74.0 , 45.0
12 , 74.0 , -9.0 , 88.0 , 75.0
13 , 208.0 , 2.0 , 68.0 , 80.0
14 , -115.0 , 4.0 , 57.0 , 78.0
15 , 178.0 , 0.0 , 52.0 , 67.0
16 , 86.0 , -17.0 , 73.0 , 56.0
17 , -84.0 , -7.0 , 53.0 , 64.0
18 , 253.0 , 10.0 , 75.0 , 83.0
19 , 85.0 , 0.0 , 59.0 , 91.0
20 , -85.0 , -9.0 , 60.0 , 62.0
21 , -61.0 , 0.0 , 59.0 , 71.0
22 , -107.0 , -2.0 , 69.0 , 56.0
23 , -174.0 , -16.0 , 62.0 , 72.0
24 , 17.0 , -18.0 , 37.0 , 71.0
25 , -4.0 , -13.0 , 54.0 , 46.0
26 , -89.0 , 13.0 , 75.0 , 86.0
27 , 217.0 , 11.0 , 53.0 , 75.0
28 , -161.0 , 9.0 , 57.0 , 67.0
29 , -120.0 , 2.0 , 70.0 , 77.0
30 , 206.0 , 4.0 , 78.0 , 59.0
31 , 86.0 , 16.0 , 63.0 , 71.0
32 , 23.0 , 9.0 , 69.0 , 73.0
33 , -220.0 , 5.0 , 65.0 , 53.0
34 , 28.0 , 0.0 , 51.0 , 62.0
35 , 12.0 , -13.0 , 72.0 , 86.0
36 , -62.0 , 13.0 , 75.0 , 77.0
37 , 219.0 , 7.0 , 67.0 , 72.0
38 , -111.0 , -17.0 , 54.0 , 72.0
39 , -19.0 , 4.0 , 73.0 , 50.0
40 , -15.0 , 3.0 , 55.0 , 88.0
41 , 121.0 , 1.0 , 58.0 , 86.0
42 , 30.0 , 1.0 , 80.0 , 70.0
43 , 21.0 , 7.0 , 59.0 , 73.0
44 , -76.0 , 12.0 , 64.0 , 50.0
45 , -16.0 , 7.0 , 69.0 , 60.0
46 , -41.0 , -6.0 , 78.0 , 75.0
47 , 2.0 , 0.0 , 59.0 , 66.0
48 , 61.0 , -22.0 , 47.0 , 63.0
49 , 24.0 , -18.0 , 72.0 , 75.0
50 , 125.0 , -7.0 , 61.0 , 74.0
51 , 263.0 , 10.0 , 67.0 , 62.0
52 , 120.0 , 22.0 , 75.0 , 79.0
53 , -22.0 , 15.0 , 81.0 , 82.0
54 , -96.0 , 12.0 , 60.0 , 64.0
55 , -99.0 , 26.0 , 63.0 , 45.0
56 , 2.0 , 14.0 , 80.0 , 88.0
57 , 36.0 , 2.0 , 62.0 , 60.0
58 , 0.0 , 16.0 , 67.0 , 71.0
59 , 17.0 , -7.0 , 65.0 , 74.0
60 , -79.0 , -7.0 , 57.0 , 63.0
61 , -173.0 , 6.0 , 76.0 , 69.0
62 , -93.0 , 15.0 , 68.0 , 61.0
63 , 79.0 , 0.0 , 70.0 , 58.0
64 , 49.0 , 8.0 , 71.0 , 57.0
65 , 12.0 , -12.0 , 78.0 , 66.0
66 , 126.0 , -5.0 , 81.0 , 59.0
67 , -9.0 , 20.0 , 65.0 , 65.0
68 , -94.0 , 4.0 , 73.0 , 48.0
69 , -15.0 , 26.0 , 79.0 , 49.0
70 , 35.0 , 3.0 , 58.0 , 64.0
71 , -244.0 , 13.0 , 72.0 , 75.0
72 , 15.0 , 7.0 , 62.0 , 72.0
73 , 45.0 , 3.0 , 69.0 , 58.0
74 , 56.0 , 27.0 , 56.0 , 63.0
75 , 12.0 , 1.0 , 80.0 , 87.0
76 , 20.0 , -5.0 , 63.0 , 59.0
77 , -230.0 , 14.0 , 76.0 , 75.0
78 , -69.0 , 23.0 , 68.0 , 64.0
79 , -71.0 , -1.0 , 81.0 , 62.0
80 , -12.0 , 6.0 , 63.0 , 59.0
81 , -97.0 , 9.0 , 84.0 , 85.0
82 , 72.0 , 6.0 , 65.0 , 75.0
83 , -63.0 , 7.0 , 68.0 , 71.0
84 , 42.0 , 1.0 , 79.0 , 67.0
85 , 97.0 , 1.0 , 60.0 , 61.0
86 , 97.0 , 3.0 , 76.0 , 70.0
87 , -85.0 , 0.0 , 77.0 , 79.0
88 , -102.0 , 0.0 , 64.0 , 58.0
89 , -64.0 , -3.0 , 54.0 , 56.0
90 , -202.0 , -4.0 , 66.0 , 79.0
91 , 2.0 , -3.0 , 73.0 , 69.0
92 , 19.0 , 26.0 , 57.0 , 83.0
93 , 101.0 , 13.0 , 79.0 , 66.0
94 , -34.0 , 10.0 , 74.0 , 66.0
95 , 170.0 , 25.0 , 80.0 , 64.0
96 , 122.0 , -6.0 , 59.0 , 59.0
97 , -65.0 , 6.0 , 63.0 , 75.0
98 , 165.0 , -2.0 , 74.0 , 73.0
99 , 37.0 , 3.0 , 89.0 , 80.0
100 , -44.0 , -10.0 , 63.0 , 48.0
101 , -39.0 , 8.0 , 79.0 , 83.0
102 , 49.0 , 24.0 , 54.0 , 63.0
103 , 19.0 , 0.0 , 67.0 , 79.0
104 , -89.0 , 4.0 , 53.0 , 77.0
105 , 51.0 , 17.0 , 53.0 , 62.0
106 , 1.0 , 9.0 , 55.0 , 81.0
107 , -80.0 , 4.0 , 69.0 , 72.0
108 , -13.0 , -2.0 , 75.0 , 84.0
109 , -138.0 , 5.0 , 67.0 , 78.0
110 , 73.0 , 4.0 , 48.0 , 46.0
111 , 79.0 , 29.0 , 90.0 , 63.0
112 , -196.0 , 18.0 , 54.0 , 84.0
113 , 78.0 , 12.0 , 63.0 , 71.0
114 , 0.0 , -3.0 , 62.0 , 74.0
115 , -114.0 , 9.0 , 41.0 , 51.0
116 , 244.0 , 2.0 , 85.0 , 77.0
117 , -182.0 , -18.0 , 73.0 , 49.0
118 , 44.0 , 5.0 , 87.0 , 55.0
119 , 73.0 , 12.0 , 60.0 , 60.0
120 , -141.0 , 10.0 , 59.0 , 70.0
121 , -48.0 , -1.0 , 74.0 , 82.0
122 , -208.0 , -7.0 , 59.0 , 59.0
123 , 58.0 , 16.0 , 78.0 , 75.0
124 , 95.0 , -12.0 , 83.0 , 65.0
125 , -15.0 , 14.0 , 78.0 , 66.0
126 , -245.0 , 12.0 , 75.0 , 80.0
127 , -29.0 , 28.0 , 67.0 , 69.0
128 , -7.0 , -1.0 , 59.0 , 67.0
129 , 111.0 , 22.0 , 73.0 , 76.0
130 , -125.0 , -14.0 , 72.0 , 57.0
131 , -110.0 , 0.0 , 65.0 , 67.0
132 , 0.0 , 9.0 , 54.0 , 72.0
133 , -99.0 , 0.0 , 71.0 , 62.0
134 , 144.0 , -8.0 , 64.0 , 56.0
135 , -176.0 , 5.0 , 69.0 , 77.0
136 , -170.0 , 3.0 , 49.0 , 84.0
137 , 50.0 , -22.0 , 62.0 , 67.0
138 , 99.0 , 11.0 , 60.0 , 66.0
139 , 40.0 , -1.0 , 58.0 , 84.0
140 , -28.0 , 21.0 , 61.0 , 64.0
141 , 0.0 , 4.0 , 63.0 , 88.0
142 , 96.0 , -4.0 , 65.0 , 61.0
143 , 102.0 , -5.0 , 60.0 , 63.0
144 , -57.0 , 20.0 , 50.0 , 69.0
145 , -19.0 , 6.0 , 56.0 , 59.0
146 , 64.0 , -5.0 , 66.0 , 67.0
147 , 72.0 , 8.0 , 58.0 , 61.0
148 , 91.0 , 3.0 , 57.0 , 89.0
149 , -32.0 , -1.0 , 72.0 , 86.0
150 , -154.0 , 1.0 , 66.0 , 65.0
151 , -144.0 , 10.0 , 68.0 , 67.0
152 , -9.0 , 9.0 , 47.0 , 73.0
153 , 2.0 , 5.0 , 81.0 , 62.0
154 , 193.0 , 8.0 , 58.0 , 56.0
155 , 59.0 , -4.0 , 83.0 , 49.0
156 , 188.0 , -8.0 , 51.0 , 75.0
157 , -23.0 , 8.0 , 72.0 , 73.0
158 , 143.0 , -2.0 , 74.0 , 86.0
159 , -63.0 , 0.0 , 31.0 , 79.0
160 , 104.0 , 2.0 , 63.0 , 73.0
161 , 153.0 , -6.0 , 77.0 , 52.0
162 , -29.0 , 8.0 , 76.0 , 67.0
163 , -180.0 , 9.0 , 61.0 , 59.0
164 , 155.0 , 8.0 , 87.0 , 82.0
165 , 134.0 , -1.0 , 68.0 , 61.0
166 , 20.0 , 11.0 , 49.0 , 75.0
167 , -77.0 , 7.0 , 54.0 , 60.0
168 , -48.0 , 7.0 , 69.0 , 64.0
169 , 91.0 , 7.0 , 82.0 , 68.0
170 , 65.0 , 19.0 , 67.0 , 81.0
171 , -93.0 , 2.0 , 76.0 , 67.0
172 , -17.0 , 8.0 , 56.0 , 76.0
173 , 102.0 , 11.0 , 85.0 , 85.0
174 , -34.0 , -10.0 , 67.0 , 71.0
175 , -88.0 , 12.0 , 60.0 , 63.0
176 , -149.0 , 2.0 , 70.0 , 61.0
177 , -117.0 , -3.0 , 52.0 , 70.0
178 , 235.0 , 24.0 , 73.0 , 91.0
179 , 10.0 , 15.0 , 60.0 , 60.0
180 , 37.0 , 18.0 , 62.0 , 71.0
181 , 231.0 , 8.0 , 56.0 , 58.0
182 , 26.0 , 0.0 , 57.0 , 81.0
183 , -74.0 , -2.0 , 66.0 , 73.0
184 , 59.0 , 4.0 , 64.0 , 76.0
185 , -50.0 , 20.0 , 74.0 , 56.0
186 , -159.0 , -28.0 , 66.0 , 55.0
187 , 81.0 , -1.0 , 59.0 , 79.0
188 , 17.0 , 13.0 , 72.0 , 48.0
189 , -246.0 , 6.0 , 75.0 , 56.0
190 , 73.0 , -1.0 , 63.0 , 65.0
191 , -178.0 , -12.0 , 73.0 , 80.0
192 , -9.0 , 14.0 , 87.0 , 72.0
193 , -122.0 , 24.0 , 70.0 , 60.0
194 , -23.0 , 19.0 , 68.0 , 78.0
195 , 103.0 , 18.0 , 56.0 , 84.0
196 , 62.0 , 14.0 , 62.0 , 82.0
197 , 3.0 , 10.0 , 80.0 , 58.0
198 , 97.0 , 28.0 , 78.0 , 60.0
199 , 19.0 , 0.0 , 65.0 , 71.0
200 , 0.0 , -6.0 , 65.0 , 66.0
201 , 1.0 , 21.0 , 62.0 , 78.0
202 , -25.0 , 11.0 , 72.0 , 78.0
203 , -79.0 , 0.0 , 60.0 , 49.0
204 , -137.0 , -2.0 , 81.0 , 68.0
205 , -86.0 , -2.0 , 79.0 , 77.0
206 , -35.0 , 6.0 , 47.0 , 77.0
207 , -24.0 , 0.0 , 83.0 , 69.0
208 , 122.0 , 14.0 , 68.0 , 65.0
209 , 128.0 , 3.0 , 56.0 , 62.0
210 , 64.0 , 9.0 , 66.0 , 76.0
211 , 36.0 , 25.0 , 60.0 , 73.0
212 , -103.0 , -21.0 , 82.0 , 64.0
213 , 89.0 , 4.0 , 84.0 , 71.0
214 , 34.0 , 8.0 , 57.0 , 60.0
215 , -144.0 , -17.0 , 62.0 , 64.0
216 , -100.0 , 11.0 , 70.0 , 69.0
217 , -80.0 , 2.0 , 55.0 , 74.0
218 , -89.0 , 2.0 , 63.0 , 74.0
219 , 154.0 , 22.0 , 80.0 , 60.0
220 , -53.0 , 16.0 , 61.0 , 61.0
221 , 63.0 , -9.0 , 65.0 , 69.0
222 , -185.0 , 9.0 , 63.0 , 83.0
223 , 35.0 , -6.0 , 58.0 , 82.0
224 , 126.0 , -7.0 , 69.0 , 71.0
225 , 100.0 , 20.0 , 79.0 , 84.0
226 , 16.0 , 7.0 , 62.0 , 76.0
227 , -148.0 , -8.0 , 60.0 , 69.0
228 , -39.0 , -10.0 , 64.0 , 67.0
229 , -24.0 , 0.0 , 60.0 , 89.0
230 , 236.0 , 0.0 , 66.0 , 62.0
231 , 12.0 , 24.0 , 48.0 , 92.0
232 , 15.0 , 12.0 , 54.0 , 74.0
233 , -32.0 , -20.0 , 63.0 , 65.0
234 , -78.0 , -14.0 , 73.0 , 86.0
235 , -53.0 , 12.0 , 99.0 , 71.0
236 , -100.0 , 9.0 , 55.0 , 59.0
237 , -14.0 , -1.0 , 75.0 , 85.0
238 , -188.0 , -1.0 , 62.0 , 62.0
239 , -38.0 , 19.0 , 59.0 , 67.0
240 , -167.0 , 18.0 , 61.0 , 68.0
241 , -300.0 , 3.0 , 85.0 , 85.0
242 , 102.0 , 15.0 , 76.0 , 62.0
243 , -57.0 , 4.0 , 73.0 , 76.0
244 , -63.0 , -4.0 , 48.0 , 78.0
245 , -132.0 , 6.0 , 67.0 , 59.0
246 , -36.0 , 9.0 , 56.0 , 62.0
247 , -20.0 , 8.0 , 75.0 , 70.0
248 , -119.0 , 3.0 , 82.0 , 77.0
249 , 71.0 , 7.0 , 71.0 , 73.0
250 , -43.0 , 3.0 , 40.0 , 76.0
251 , 110.0 , -1.0 , 59.0 , 72.0
252 , 10.0 , -13.0 , 63.0 , 63.0
253 , 228.0 , 5.0 , 77.0 , 65.0
254 , -103.0 , 4.0 , 85.0 , 54.0
255 , 130.0 , 4.0 , 54.0 , 45.0
0 , 106.0 , 3.0 , 80.0 , 81.0
1 , 82.0 , -3.0 , 61.0 , 88.0
2 , -127.0 , 8.0 , 66.0 , 71.0
3 , 83.0 , 7.0 , 62.0 , 65.0
4 , -107.0 , 18.0 , 56.0 , 64.0
5 , 76.0 , -7.0 , 76.0 , 75.0
6 , 224.0 , 17.0 , 74.0 , 82.0
7 , 55.0 , 0.0 , 79.0 , 79.0
8 , 41.0 , -15.0 , 71.0 , 80.0
9 , 70.0 , 1.0 , 76.0 , 69.0
10 , 178.0 , -17.0 , 66.0 , 67.0
11 , 230.0 , -8.0 , 76.0 , 81.0
12 , -208.0 , 2.0 , 49.0 , 66.0
13 , -35.0 , 6.0 , 69.0 , 68.0
14 , 175.0 , 5.0 , 74.0 , 75.0
15 , 86.0 , 2.0 , 74.0 , 79.0
16 , -94.0 , 13.0 , 81.0 , 73.0
17 , 113.0 , -5.0 , 61.0 , 65.0
18 , -46.0 , -3.0 , 61.0 , 75.0
19 , -65.0 , -12.0 , 60.0 , 74.0
20 , -55.0 , 24.0 , 76.0 , 63.0
21 , -76.0 , 20.0 , 75.0 , 76.0
22 , -44.0 , 1.0 , 50.0 , 74.0
23 , -74.0 , -9.0 , 67.0 , 85.0
24 , 21.0 , -13.0 , 48.0 , 60.0
25 , 15.0 , 11.0 , 66.0 , 73.0
